pH,EC,Organic Carbon(OC),Available Nitrogen(N),Available Phosphorus(P),Available Potassium(K),Available Sulphur(S),Available Zinc(Zn),Available Boron(B),Available Iron(Fe),Available Manganese(Mn),Available Copper(Cu),Fertility
8.19,0.33,0.67,161.0,6.36,180.0,7.77,0.95,0.24,0.89,0.52,0.44,0.0
8.31,0.41,0.81,198.0,5.37,221.0,5.01,0.77,0.2,1.01,0.58,0.2,0.0
7.91,0.23,0.28,64.48,2.68,167.0,4.34,0.59,0.21,0.92,0.61,0.41,0.0
7.13,0.34,0.36,86.76,6.36,202.0,6.44,0.42,0.25,0.9,0.42,0.39,0.0
8.16,0.42,0.52,125.0,3.58,187.0,5.39,0.21,0.15,0.87,0.33,0.51,0.0
8.26,0.49,0.81,195.0,10.75,245.0,8.16,0.34,0.14,0.68,0.31,0.53,0.0
7.81,0.35,0.36,87.0,6.55,280.0,6.14,0.48,0.16,0.69,0.42,0.6,0.0
8.26,0.63,0.52,125.0,8.06,230.0,8.08,0.4,0.19,0.77,0.55,0.11,0.0
7.86,0.77,0.12,28.92,7.52,350.0,6.39,0.3,0.09,0.68,0.35,0.19,0.0
8.15,0.29,0.18,43.33,11.02,450.0,5.18,0.44,0.19,0.77,0.48,0.33,0.0
8.11,0.36,0.38,91.58,2.15,160.0,4.79,0.21,0.15,0.39,0.59,0.44,0.0
8.0,0.52,0.42,101.0,7.88,200.0,8.37,0.48,0.11,1.11,0.39,0.18,0.0
7.96,0.59,0.58,139.0,6.63,220.0,6.71,0.55,0.1,0.63,0.48,0.19,0.0
8.12,0.63,0.42,101.0,8.69,140.0,5.14,0.57,0.12,0.91,0.52,0.33,0.0
7.71,0.36,0.81,195.0,1.97,458.0,8.156,0.63,0.16,0.87,0.44,0.45,0.0
7.82,0.41,0.78,187.0,1.88,187.0,7.33,0.88,0.12,1.02,0.32,0.47,0.0
8.16,0.26,0.9,216.0,3.13,410.0,8.39,0.49,0.18,0.69,0.49,0.35,0.0
7.93,0.23,0.38,91.58,8.69,586.0,9.01,0.78,0.19,0.77,0.77,0.34,0.0
8.11,0.71,0.28,67.48,8.6,358.0,5.77,0.33,0.09,0.59,0.59,0.68,0.0
7.91,0.31,0.81,195.0,8.05,440.0,8.01,0.25,0.21,0.89,0.52,0.31,0.0
7.93,0.36,0.52,125.0,6.09,560.0,5.39,0.36,0.23,0.18,0.79,0.25,0.0
8.16,0.44,0.38,91.58,6.72,390.0,4.44,0.53,0.2,0.59,0.68,0.49,0.0
8.26,0.59,0.42,101.0,6.98,187.0,8.19,0.44,0.19,0.81,0.44,0.5,0.0
7.93,0.21,0.36,80.76,4.21,410.0,8.01,0.43,0.23,0.79,0.38,0.38,0.0
8.29,0.16,0.58,139.0,4.3,786.0,7.77,0.41,0.34,0.49,0.41,0.82,0.0
8.17,0.56,0.71,171.0,8.24,258.0,8.29,0.3,0.29,0.67,0.23,0.93,0.0
8.12,0.42,0.76,183.0,2.32,401.0,4.96,0.3,0.35,0.87,0.48,0.54,0.0
7.92,0.51,0.28,67.48,1.7,398.0,6.59,0.4,0.18,0.93,0.55,0.51,0.0
8.21,0.7,0.23,55.43,7.97,412.0,8.08,0.55,0.4,0.9,0.61,0.34,0.0
8.15,0.62,0.42,101.0,8.24,480.0,7.12,0.77,0.49,1.09,0.3,0.69,0.0
8.0,0.49,0.54,130.0,1.34,510.0,8.9,0.61,0.17,2.18,0.6,0.82,0.0
7.81,0.56,0.93,224.0,7.43,218.0,7.33,0.3,0.21,0.96,0.58,0.77,0.0
8.29,0.63,0.74,178.0,8.1,490.0,5.68,0.44,0.24,0.83,0.63,0.39,0.0
7.81,0.41,0.81,195.0,3.13,781.0,7.01,0.39,0.33,0.45,0.41,0.41,0.0
7.81,0.59,0.52,125.0,9.31,380.0,6.64,0.8,0.78,0.59,0.77,0.55,1.0
8.19,0.21,0.63,151.0,14.69,160.0,7.78,0.11,0.59,0.51,0.84,0.79,1.0
7.83,0.16,0.91,219.0,5.55,380.0,8.67,0.2,0.5,0.69,0.89,0.88,0.0
7.95,0.58,0.28,67.48,10.66,410.0,7.17,0.37,0.61,0.8,0.74,0.77,0.0
8.29,0.21,0.52,125.0,17.56,574.0,8.11,0.01,0.8,1.11,0.6,0.69,1.0
7.76,0.78,0.31,74.71,6.27,278.0,7.0,0.07,0.11,0.89,0.11,0.72,0.0
8.25,1.08,0.86,207.0,1.43,381.0,6.11,0.09,0.19,0.77,0.18,0.91,0.0
7.92,0.52,0.84,202.0,5.55,360.0,6.62,0.1,0.28,0.97,0.34,0.68,0.0
8.21,0.48,0.7,168.0,14.6,972.0,8.01,0.18,0.32,0.68,0.6,0.72,0.0
8.37,0.23,0.28,67.48,5.73,318.0,7.4,0.29,0.41,0.52,0.11,0.49,0.0
7.93,0.39,0.76,183.0,6.09,220.0,8.12,0.34,0.29,0.47,0.29,0.97,0.0
8.21,0.52,0.18,43.38,8.6,240.0,7.7,0.62,0.11,0.58,0.69,0.29,0.0
7.92,0.22,0.32,77.12,7.25,200.0,8.11,0.41,0.23,0.77,0.2,0.42,0.0
8.24,0.38,0.94,226.0,11.91,140.0,8.02,0.07,0.41,0.98,0.41,0.38,0.0
7.81,0.43,0.52,125.0,7.07,210.0,7.12,0.09,0.11,0.69,0.2,0.42,0.0
7.93,0.56,0.81,135.0,11.0,180.0,8.02,0.18,0.2,0.73,0.41,0.38,0.0
7.99,0.54,0.76,183.0,4.21,200.0,7.72,0.62,0.21,0.71,0.52,0.41,0.0
8.0,0.29,0.52,125.0,7.97,310.0,6.49,0.4,0.11,0.82,0.41,0.29,0.0
8.23,0.33,0.39,91.58,7.06,241.0,7.12,0.11,0.18,0.91,0.52,0.14,0.0
8.21,0.48,0.51,122.0,2.68,631.0,8.12,1.01,0.33,1.01,0.77,0.48,0.0
7.92,0.41,0.42,101.0,8.42,594.0,7.23,0.9,0.4,0.68,0.89,0.35,0.0
7.78,0.33,0.36,86.76,7.52,696.0,5.19,0.77,0.18,0.9,0.51,0.22,0.0
7.94,0.49,0.58,139.0,5.73,225.0,4.79,0.69,0.23,0.78,0.42,0.35,0.0
7.92,0.72,0.81,195.0,5.91,574.0,8.79,0.95,0.19,0.89,0.34,0.48,0.0
8.24,0.61,0.28,67.48,6.72,235.0,7.18,0.56,0.09,0.7,0.78,0.21,0.0
8.29,0.57,0.41,98.81,6.98,756.0,5.39,0.49,0.4,0.67,0.6,0.34,0.0
8.21,0.33,0.38,91.58,7.61,312.0,4.47,0.51,0.25,0.76,0.43,0.47,0.0
8.11,0.41,0.52,125.0,5.01,309.0,8.01,0.59,0.48,0.81,0.68,0.4,0.0
7.81,0.56,0.28,67.48,8.15,236.0,7.39,0.77,0.59,0.68,0.84,0.42,0.0
8.11,0.23,0.42,101.0,8.51,330.0,8.11,0.79,0.57,1.09,0.78,0.43,0.0
7.86,0.39,0.41,98.81,5.19,312.0,8.01,0.95,0.27,0.99,0.91,0.48,0.0
7.73,0.56,0.3,72.3,8.06,300.0,7.11,0.48,0.33,0.67,0.75,0.77,0.0
8.21,0.51,0.7,168.0,7.61,190.0,8.7,0.63,0.31,0.59,0.43,0.59,0.0
8.09,0.35,0.76,183.0,4.56,287.0,5.39,0.77,0.32,0.59,0.35,0.77,0.0
8.29,0.83,0.52,125.0,7.97,380.0,6.16,0.81,0.18,0.98,0.47,0.33,0.0
8.35,0.78,0.94,226.0,8.15,348.0,7.18,0.59,0.23,0.75,0.68,0.41,0.0
8.3,0.48,0.48,115.0,1.08,231.0,5.19,0.41,0.4,0.81,0.71,0.59,0.0
8.05,0.31,0.73,175.0,6.72,366.0,8.16,0.44,0.09,0.77,0.67,0.77,0.0
8.29,0.47,0.82,197.0,5.91,294.0,7.79,0.33,0.16,0.89,0.48,0.59,0.0
8.48,0.53,0.52,125.0,3.76,177.0,5.39,0.22,0.19,0.78,0.35,0.33,0.0
8.4,0.59,0.61,147.0,8.78,221.0,7.77,0.43,0.48,0.96,0.71,0.48,0.0
8.21,0.45,0.48,115.0,6.63,250.0,5.48,0.49,0.23,1.18,0.48,0.41,0.0
7.98,0.4,0.67,161.0,6.18,430.0,7.89,0.66,0.12,0.87,0.39,0.59,0.0
8.27,0.42,0.79,190.0,5.82,373.0,8.1,0.81,0.16,0.79,0.22,0.33,0.0
8.27,0.51,0.18,43.38,6.8,295.0,7.18,0.78,0.14,0.88,0.18,0.23,0.0
8.23,0.52,0.48,115.0,4.3,332.0,8.4,0.63,0.24,0.77,0.35,0.41,0.0
8.26,0.41,0.7,168.0,6.27,226.0,8.29,0.45,0.19,0.79,0.44,0.77,0.0
8.17,0.64,0.39,93.99,1.0,544.0,7.78,0.39,0.17,0.89,0.39,0.84,0.0
8.25,0.7,0.55,132.0,1.02,298.0,7.01,0.87,0.19,0.75,0.59,0.79,0.0
8.27,0.56,0.18,43.38,1.36,475.0,6.47,0.07,0.11,0.41,0.11,0.69,0.0
8.33,0.43,0.94,226.0,4.89,267.0,8.11,0.11,0.18,1.01,0.71,0.77,0.0
8.13,0.44,0.58,139.0,1.01,360.0,7.47,0.18,0.22,1.71,0.62,0.68,0.0
8.26,0.45,0.12,28.92,0.94,250.0,8.11,0.22,0.41,1.62,0.77,0.11,0.0
7.83,0.44,0.21,50.61,1.35,379.0,7.72,0.48,0.11,1.07,0.82,0.77,0.0
8.29,0.55,0.52,125.0,7.07,657.0,6.47,0.21,0.42,1.11,0.77,0.62,0.0
8.27,0.42,0.39,93.99,7.97,367.0,8.12,0.11,0.11,1.72,0.82,0.77,0.0
8.13,0.48,0.52,125.0,0.95,258.0,7.72,0.4,0.37,1.68,0.41,0.62,0.0
8.27,0.41,0.66,159.0,7.34,369.0,6.47,0.11,0.62,1.08,0.77,0.47,0.0
8.25,0.39,0.82,197.0,8.24,635.0,8.18,0.23,0.11,1.05,0.62,0.78,0.0
8.3,0.12,0.73,175.0,8.6,275.0,7.92,0.29,0.72,1.0,0.41,0.88,0.0
8.15,0.58,0.28,67.48,6.72,369.0,8.49,0.41,0.11,0.97,0.72,0.92,0.0
8.22,0.5,0.31,74.71,8.06,274.0,6.72,0.47,0.11,0.68,0.11,0.11,0.0
8.26,0.43,0.42,101.0,0.89,570.0,7.76,0.88,0.41,0.72,0.47,0.47,0.0
8.32,0.45,0.51,122.0,0.89,635.0,6.48,0.47,0.28,0.41,0.58,0.52,0.0
8.25,0.62,0.76,183.0,1.04,757.0,6.42,0.08,0.11,0.89,0.41,0.69,0.0
8.2,0.5,0.79,190.0,8.51,320.0,7.01,0.1,0.29,1.05,0.11,0.72,0.0
8.32,0.61,0.52,125.0,7.43,266.0,6.49,0.41,0.41,1.07,0.41,0.88,0.0
8.26,0.45,0.63,151.0,7.07,257.0,7.77,0.38,0.11,1.11,0.48,0.4,0.0
8.29,0.47,0.82,197.0,4.83,357.0,6.01,0.41,0.29,1.79,0.2,0.29,0.0
8.24,0.41,0.98,236.0,6.0,437.0,7.11,0.29,0.07,1.88,0.41,0.11,0.0
8.25,0.55,1.0,241.0,4.48,325.0,7.07,0.21,0.11,1.42,0.88,0.07,0.0
8.16,0.6,0.76,183.0,7.88,315.0,6.49,0.2,0.18,1.1,0.41,0.11,0.0
8.27,0.42,0.28,67.48,7.25,216.0,7.07,0.47,0.22,1.88,0.29,0.18,0.0
8.2,0.44,0.41,98.81,6.89,435.0,7.11,0.29,0.2,1.41,0.41,0.41,0.0
8.23,0.4,0.38,91.58,7.43,538.0,7.77,0.71,0.21,1.91,0.88,0.88,0.0
8.16,0.45,0.34,81.94,8.35,316.0,7.89,0.6,0.11,1.08,0.41,0.42,0.0
7.94,0.44,0.16,88.56,8.25,318.0,6.49,0.72,0.18,1.0,0.11,0.69,0.0
8.02,0.64,0.27,89.53,3.67,230.0,6.02,0.8,0.15,1.42,0.29,0.71,0.0
7.88,0.67,0.18,43.38,5.1,450.0,7.07,0.61,0.18,1.77,0.79,0.11,0.0
8.29,0.83,0.52,125.0,2.25,225.0,6.69,0.08,0.11,0.89,0.11,0.69,0.0
8.2,0.18,0.68,163.0,1.4,280.0,7.03,0.11,0.18,0.7,0.47,0.41,0.0
7.96,0.48,0.76,183.0,1.2,239.0,7.0,0.47,0.32,0.69,0.11,0.52,0.0
8.15,0.31,0.69,166.0,0.94,340.0,6.41,0.38,0.41,0.99,0.42,0.11,0.0
8.18,0.47,0.55,132.0,1.19,245.0,6.02,0.29,0.17,1.01,0.38,0.18,0.0
8.18,0.53,0.42,101.0,1.03,375.0,7.77,0.2,0.12,1.77,0.41,0.41,0.0
8.5,0.14,0.27,65.07,2.12,1720.0,6.47,0.08,0.11,1.11,0.41,0.69,0.0
8.41,0.12,0.15,36.15,1.39,1958.0,5.72,0.1,0.28,1.47,0.08,0.77,0.0
8.06,0.13,0.21,50.61,1.13,709.0,6.01,0.48,0.41,1.88,0.41,0.8,0.0
8.4,0.16,0.18,43.38,1.57,616.0,7.11,0.41,0.29,1.01,0.73,0.38,0.0
8.61,0.28,0.76,183.0,1.63,1011.0,6.49,0.23,0.11,1.74,0.84,0.47,0.0
8.41,0.16,0.36,86.76,1.59,788.0,7.29,0.47,0.18,1.01,0.91,0.29,0.0
8.46,0.68,0.67,161.0,1.39,1161.0,8.11,0.52,0.27,1.47,0.62,0.47,0.0
8.48,0.2,0.21,50.61,1.61,300.0,7.11,0.41,0.38,1.0,0.72,0.88,0.0
8.24,0.83,0.82,197.0,2.73,458.0,6.49,0.38,0.29,0.79,0.11,0.41,0.0
8.42,0.31,0.39,93.99,1.13,368.0,7.11,0.11,0.08,0.88,0.47,0.88,0.0
8.16,0.26,0.12,28.92,1.62,549.0,6.04,0.18,0.1,0.41,0.88,0.42,0.0
8.15,0.22,0.27,65.07,1.11,494.0,7.11,0.41,0.11,0.99,0.29,0.72,0.0
8.48,0.23,1.0,241.0,1.29,296.0,8.11,0.29,0.18,1.01,0.47,0.88,0.0
8.36,0.33,0.67,161.0,1.67,264.0,7.11,0.47,0.2,1.99,0.29,0.41,0.0
8.31,0.47,0.81,197.0,2.18,279.0,6.11,0.08,0.11,1.11,0.62,0.09,0.0
8.3,0.18,0.73,175.0,1.95,221.0,7.78,0.1,0.18,1.71,0.47,0.72,0.0
8.35,0.66,0.18,43.38,2.85,342.0,6.49,0.41,0.22,1.62,0.58,0.29,0.0
8.27,0.18,0.64,154.0,1.58,467.0,5.74,0.48,0.17,1.9,0.41,0.41,0.0
8.41,0.26,0.73,175.0,8.15,641.0,6.07,0.77,0.18,0.79,0.23,0.21,0.0
8.28,0.48,0.82,197.0,6.45,230.0,8.12,0.69,0.47,0.47,0.19,0.11,0.0
8.29,0.38,0.61,147.0,0.91,651.0,7.77,0.41,0.22,1.11,0.47,0.79,0.0
8.36,0.29,0.48,115.0,4.92,398.0,6.49,0.11,0.47,1.47,0.88,0.77,0.0
8.3,0.34,0.61,147.0,7.16,383.0,7.88,0.18,0.29,1.0,0.42,0.69,0.0
8.37,0.18,0.68,161.0,1.8,362.0,7.01,0.68,0.11,1.47,0.29,0.47,0.0
8.44,0.21,0.52,125.0,8.51,266.0,6.49,0.4,0.23,0.93,0.41,0.48,0.0
7.82,0.16,0.23,115.0,1.0,466.0,5.88,0.11,0.47,0.47,0.2,0.29,0.0
7.74,0.56,0.81,195.0,1.0,436.0,4.42,0.29,0.11,1.01,0.11,0.47,0.0
7.78,0.48,0.52,125.0,1.06,373.0,6.39,0.41,0.41,1.11,0.18,0.52,0.0
8.18,0.18,0.58,139.0,3.0,406.0,7.67,0.48,0.18,1.11,0.89,0.33,0.0
8.6,0.28,0.46,110.0,1.12,334.0,8.19,0.59,0.2,1.41,0.47,0.51,0.0
8.35,0.2,0.52,125.0,1.03,294.0,5.18,0.33,0.19,1.91,0.11,0.45,0.0
7.98,1.1,0.73,175.0,7.52,545.0,7.19,0.38,0.23,1.41,0.41,0.31,0.0
8.34,0.8,0.81,195.0,1.0,441.0,8.1,0.39,0.42,1.0,0.88,0.82,0.0
7.89,0.9,0.52,125.0,1.1,516.0,7.79,0.41,0.2,1.49,0.41,0.68,0.0
7.82,0.57,0.63,151.0,1.4,639.0,5.18,0.42,0.18,1.88,0.29,0.22,0.0
7.48,0.81,0.32,125.0,1.34,318.0,10.5,0.48,0.19,1.47,0.41,0.41,0.0
8.14,0.26,0.78,67.48,1.53,208.0,9.11,0.31,0.12,1.88,0.82,0.11,0.0
8.03,0.24,0.42,101.0,8.69,725.0,8.1,0.38,0.49,1.42,0.41,0.28,0.0
8.23,0.2,0.18,43.38,1.79,284.0,8.2,0.49,0.47,1.88,0.42,0.35,0.0
8.03,0.48,0.11,26.51,1.69,720.0,8.01,0.41,0.59,1.42,0.11,0.41,0.0
7.72,1.02,0.76,183.0,0.94,958.0,1.71,0.68,0.18,1.88,0.72,0.48,0.0
7.62,0.63,0.42,101.0,1.4,710.0,8.19,0.77,0.1,1.82,0.11,0.41,0.0
7.92,0.52,0.58,139.0,1.06,617.0,1.11,0.59,0.22,1.47,0.47,0.49,0.0
7.3,0.8,0.48,115.0,3.57,370.0,7.11,0.23,0.18,1.18,0.47,0.47,0.0
7.7,0.85,0.64,154.0,2.8,787.0,6.19,0.41,0.2,0.89,0.22,0.33,0.0
7.84,0.4,0.76,183.0,1.38,210.0,5.21,0.35,0.09,0.77,0.44,0.59,0.0
7.91,0.8,0.72,173.0,0.93,459.0,7.15,0.24,0.23,0.96,0.56,0.41,0.0
8.11,0.81,0.81,147.0,2.28,369.0,10.11,0.23,0.21,0.68,0.98,0.61,0.0
8.25,0.3,0.61,147.0,1.45,550.0,8.29,0.41,0.18,1.1,0.61,0.59,0.0
7.75,0.81,0.48,139.0,1.65,495.0,7.01,0.5,0.17,0.77,0.49,0.41,0.0
7.32,0.96,0.89,214.0,2.15,297.0,8.19,0.68,0.18,0.79,0.87,0.58,0.0
7.21,0.87,0.96,231.0,1.53,265.0,5.77,0.49,0.09,0.47,0.41,0.77,0.0
8.5,0.64,0.63,151.0,8.87,280.0,8.16,0.68,0.16,0.95,0.59,0.39,0.0
8.25,0.8,0.21,5061.0,5.82,223.0,5.11,0.77,0.2,0.78,0.41,0.41,0.0
8.06,0.58,0.48,115.0,7.43,343.0,7.08,0.59,0.12,0.59,0.42,0.55,0.0
8.38,0.68,0.37,89.17,5.28,469.0,6.61,0.77,0.15,0.47,0.23,0.62,0.0
8.35,0.6,0.52,125.0,7.16,643.0,7.51,0.71,0.11,0.49,0.4,0.71,0.0
7.96,0.1,0.76,183.0,8.15,232.0,8.01,0.39,0.25,0.91,0.91,0.45,0.0
8.14,0.11,0.51,122.0,8.51,652.0,7.11,0.08,0.11,1.41,0.41,0.69,0.0
8.38,0.18,0.48,115.0,7.34,399.0,7.01,0.1,0.08,0.77,0.23,0.72,0.0
8.26,0.32,0.76,183.0,5.19,385.0,6.49,0.18,0.18,1.47,0.29,0.77,0.0
8.22,0.22,0.52,125.0,6.18,365.0,7.79,0.16,0.41,1.88,0.38,0.82,0.0
8.3,0.28,0.41,98.81,5.59,267.0,7.77,0.12,0.29,1.42,0.21,0.41,0.0
7.92,0.5,0.69,166.0,5.73,438.0,6.49,0.11,0.2,1.77,0.47,0.77,0.0
8.44,0.22,0.52,125.0,1.25,471.0,7.11,0.41,0.27,1.01,0.52,0.11,0.0
8.06,0.21,0.41,98.81,6.72,246.0,7.01,0.52,0.11,1.07,0.11,0.47,0.0
8.41,0.86,0.78,187.0,8.24,265.0,6.4,0.11,0.17,1.41,0.41,0.82,0.0
8.21,32.0,0.26,62.66,7.76,509.0,7.71,0.47,0.19,1.0,0.29,0.29,0.0
8.27,0.44,0.35,84.35,8.6,585.0,6.42,0.88,0.21,1.11,0.41,0.38,0.0
8.17,0.39,0.49,118.0,7.43,654.0,6.0,0.47,0.29,1.41,0.11,0.29,0.0
8.41,0.71,0.46,110.0,5.19,510.0,7.01,0.82,0.41,1.0,0.47,0.47,0.0
8.45,0.86,0.78,187.0,6.63,651.0,7.07,0.41,0.11,0.77,0.58,0.88,0.0
8.41,0.21,0.32,77.12,5.91,506.0,6.49,0.29,0.19,0.29,0.41,0.41,0.0
8.18,0.15,0.51,122.0,6.36,236.0,6.49,0.08,0.11,1.41,0.69,0.69,0.0
8.43,0.16,0.41,98.81,8.78,621.0,7.07,0.1,0.42,1.0,0.28,0.72,0.0
8.49,0.2,0.84,202.0,6.45,427.0,4.82,0.41,0.18,0.49,0.41,0.29,0.0
8.56,0.18,0.76,183.0,7.23,250.0,5.88,0.29,0.29,0.88,0.11,0.47,0.0
8.4,0.66,0.98,236.0,8.06,457.0,4.11,0.11,0.41,1.01,0.47,0.58,0.0
8.46,0.18,0.55,132.0,6.45,393.0,7.18,0.29,0.29,1.07,0.52,0.41,0.0
8.17,1.1,0.46,110.0,7.97,463.0,7.07,0.41,0.41,1.11,0.11,0.39,0.0
8.16,0.48,0.81,195.0,5.55,328.0,6.49,0.12,0.29,1.47,0.18,0.47,0.0
8.45,0.64,0.58,139.0,8.51,697.0,6.02,0.08,0.11,1.88,0.22,0.88,0.0
8.41,0.47,0.76,190.0,3.31,513.0,7.18,0.1,0.07,1.82,0.41,0.92,0.0
8.61,0.39,0.71,171.0,3.67,428.0,7.02,0.11,0.12,1.0,0.52,0.47,0.0
8.34,1.06,0.58,139.0,7.52,808.0,6.49,0.41,0.18,1.02,0.41,0.88,0.0
8.41,0.16,0.48,115.0,5.55,266.0,6.0,0.08,0.41,1.07,0.88,0.92,0.0
8.43,0.21,0.31,71.12,8.24,345.0,7.11,0.1,0.37,1.11,0.41,0.41,0.0
8.23,1.1,0.18,43.38,4.99,348.0,6.59,0.41,0.41,1.71,0.62,0.29,0.0
8.46,0.12,0.55,132.0,6.54,3.59,6.49,0.08,0.11,0.49,0.6,0.09,0.0
8.43,0.8,0.76,183.0,8.24,3.0,7.77,0.1,0.18,0.29,0.11,0.29,0.0
8.22,0.68,0.91,219.0,10.12,2.54,8.25,0.15,0.42,1.01,0.47,0.47,0.0
8.28,0.21,0.26,62.66,3.31,3.95,7.41,0.22,0.11,0.79,0.11,0.88,0.0
8.21,0.3,0.63,151.0,3.67,4.28,8.11,0.29,0.29,1.77,0.42,0.41,0.0
8.02,0.4,0.56,134.0,1.07,429.0,6.49,0.08,0.11,1.11,0.11,0.69,0.0
8.18,0.6,0.73,175.0,8.78,211.0,7.07,0.1,0.28,1.49,0.28,0.11,0.0
7.94,0.2,0.21,74.51,4.03,149.0,8.01,0.15,0.41,1.88,0.41,0.18,0.0
8.05,1.07,0.81,195.0,7.07,188.0,7.49,0.11,0.38,1.42,0.38,0.62,0.0
8.37,0.27,0.49,118.0,4.21,192.0,7.03,0.41,0.29,1.0,0.29,0.29,0.0
8.83,0.77,0.56,134.0,6.0,171.0,8.11,0.29,0.11,1.41,0.11,0.38,0.0
8.25,0.54,0.64,154.0,4.74,162.0,7.49,0.47,0.07,1.11,0.07,0.29,0.0
8.22,0.4,0.73,175.0,5.1,280.0,7.77,0.52,0.18,1.29,0.18,0.47,0.0
8.28,1.01,0.87,209.0,8.15,411.0,8.11,0.11,0.22,1.0,0.22,0.88,0.0
7.97,0.61,0.33,79.53,7.43,329.0,7.12,0.47,0.41,1.14,0.41,0.11,0.0
8.46,1.02,0.64,154.0,7.52,301.0,6.5,0.88,0.27,1.0,0.27,0.41,0.0
7.97,0.31,0.56,134.0,7.43,149.0,7.11,0.42,0.11,1.41,0.11,0.29,0.0
8.27,0.54,0.9,216.0,7.25,280.0,7.02,0.47,0.47,1.71,0.47,0.11,0.0
8.44,0.69,0.5,120.0,6.45,141.0,6.11,0.88,0.12,1.77,0.12,0.47,0.0
8.3,0.8,0.56,134.0,8.06,148.0,6.88,0.08,0.11,1.11,0.69,0.69,0.0
8.21,0.33,0.84,202.0,8.51,290.0,7.11,0.1,0.18,1.79,0.72,0.72,0.0
8.32,0.42,0.22,532.0,3.04,302.0,7.12,0.18,0.52,1.1,0.11,0.41,0.0
8.19,1.03,1.07,257.0,4.3,482.0,8.12,0.15,0.11,1.07,0.47,0.29,0.0
8.22,0.85,0.7,163.0,7.25,289.0,7.07,0.11,0.29,1.11,0.82,0.41,0.0
8.15,0.97,0.39,93.99,8.87,328.0,7.7,0.07,0.41,1.47,0.11,0.77,0.0
8.27,0.67,0.51,122.0,3.76,149.0,6.41,0.11,0.38,1.92,0.41,0.89,0.0
8.47,0.6,0.42,101.0,8.69,120.0,8.11,0.41,0.11,1.01,0.92,0.41,0.0
8.2,1.01,0.76,183.0,7.34,147.0,5.47,0.29,0.41,0.77,0.11,0.29,0.0
8.36,0.68,0.8,192.0,7.79,120.0,6.42,0.41,0.21,0.89,0.29,0.49,0.0
8.24,0.4,0.81,195.0,7.97,147.0,7.88,0.29,0.11,1.11,0.41,0.52,0.0
8.33,0.61,0.28,67.48,6.8,129.0,8.11,0.41,0.38,1.41,0.92,0.11,0.0
8.21,0.32,0.36,86.76,6.27,147.0,6.42,0.49,0.41,0.4,0.11,0.77,0.0
8.41,0.71,0.46,110.0,8.24,120.0,5.42,0.88,0.11,0.96,0.47,0.89,0.0
8.19,0.15,0.55,132.0,7.52,189.0,5.77,0.42,0.42,0.41,0.92,0.41,0.0
8.4,0.56,0.46,110.0,7.79,480.0,6.29,0.08,0.11,1.11,0.79,0.69,0.0
8.17,0.39,0.55,132.0,3.22,192.0,7.79,0.1,0.18,1.79,0.29,0.77,0.0
8.39,0.33,0.43,103.0,6.45,147.0,8.01,0.15,0.41,1.41,0.38,0.81,0.0
8.22,0.22,0.45,108.0,3.85,192.0,7.11,0.07,0.29,1.77,0.47,0.11,0.0
8.38,0.52,0.5,120.0,4.83,207.0,6.29,0.01,0.41,1.0,0.29,0.12,0.0
8.39,0.6,0.51,122.0,3.91,211.0,7.01,0.05,0.38,1.07,0.43,0.47,0.0
8.35,0.33,0.78,187.0,6.89,309.0,7.08,0.1,0.41,1.11,0.47,0.88,0.0
8.26,0.32,0.2,48.2,7.16,149.0,6.49,0.12,0.29,1.49,0.52,0.47,0.0
8.06,0.21,0.29,69.89,8.15,188.0,6.02,0.12,0.11,1.88,0.11,0.1,0.0
8.41,0.71,0.46,110.0,4.65,142.0,7.71,0.19,0.42,1.42,0.29,0.29,0.0
8.44,0.21,0.59,142.0,3.67,188.0,6.49,0.22,0.11,1.01,0.47,0.47,0.0
8.35,0.33,0.4,96.4,4.3,149.0,7.11,0.47,0.29,1.42,0.4,0.88,0.0
8.28,0.32,0.76,183.0,2.5,280.0,8.12,0.82,0.47,1.77,0.11,0.42,0.0
8.29,0.47,0.88,212.0,1.16,141.0,7.77,0.11,0.41,1.89,0.49,0.38,0.0
8.35,0.2,0.28,67.48,6.36,191.0,6.59,0.47,0.29,1.11,0.88,0.29,0.0
8.23,0.2,0.46,110.0,8.06,290.0,6.49,0.08,0.11,1.11,0.79,0.69,0.0
8.3,0.34,0.36,87.76,4.95,129.0,7.11,0.1,0.07,1.79,0.11,0.72,0.0
8.36,0.2,0.7,168.0,5.55,147.0,7.77,0.18,0.18,1.88,0.28,0.77,0.0
8.28,0.48,0.42,1.01,4.3,199.0,6.29,0.11,0.2,1.42,0.38,0.89,0.0
8.18,0.28,0.73,175.0,7.43,207.0,6.0,0.07,0.41,1.62,0.47,0.41,0.0
7.94,0.6,0.87,209.0,4.56,211.0,7.11,0.1,0.29,1.47,0.82,0.29,0.0
8.05,1.01,0.78,187.0,3.85,149.0,7.29,0.18,0.41,1.29,0.42,0.47,0.0
8.37,1.09,0.31,74.71,8.78,188.0,7.07,0.2,0.29,1.01,0.11,0.82,0.0
8.33,0.27,1.07,257.0,6.98,192.0,7.12,0.41,0.41,1.41,0.29,0.29,0.0
8.03,0.77,0.53,127.0,8.06,207.0,8.12,0.29,0.07,1.92,0.11,0.41,0.0
